code,relative value,pc/tc split,schedule
26478,4.09,,medical
26479,4.09,,medical
26480,5.24,,medical
26483,6.92,,medical
26485,6.62,,medical
26489,8.20,,medical
26490,6.62,,medical
26492,8.20,,medical
26494,7.41,,medical
26496,8.18,,medical
26497,7.16,,medical
26498,8.69,,medical
26499,7.55,,medical
26500,4.15,,medical
26502,4.94,,medical
26508,4.94,,medical
26510,8.80,,medical
26516,4.15,,medical
26517,6.22,,medical
26518,7.41,,medical
26520,4.15,,medical
26525,4.15,,medical
26530,4.94,,medical
26531,5.73,,medical
26535,4.15,,medical
26536,5.73,,medical
26540,5.73,,medical
26541,7.01,,medical
26542,7.16,,medical
26545,4.94,,medical
26546,5.42,,medical
26548,5.62,,medical
26550,6.42,,medical
26551,21.79,,medical
26553,18.92,,medical
26554,19.15,,medical
26555,6.42,,medical
26556,19.15,,medical
26560,5.73,,medical
26561,7.01,,medical
26562,15.34,,medical
26565,4.94,,medical
26567,4.94,,medical
26568,6.65,,medical
26580,15.61,,medical
26587,9.82,,medical
26590,13.43,,medical
26591,2.56,,medical
26593,4.31,,medical
26596,7.62,,medical
26600,1.13,,medical
26605,1.60,,medical
26607,3.67,,medical
26608,3.67,,medical
26615,4.74,,medical
26641,1.38,,medical
26645,2.07,,medical
26650,3.67,,medical
26665,4.64,,medical
26670,1.14,,medical
26675,1.71,,medical
26676,2.69,,medical
26685,4.24,,medical
26686,5.90,,medical
26700,0.59,,medical
26705,1.68,,medical
26706,2.25,,medical
26715,3.95,,medical
26720,0.77,,medical
26725,1.09,,medical
26727,2.45,,medical
26735,3.23,,medical
26740,0.99,,medical
26742,1.28,,medical
26746,4.15,,medical
26750,0.30,,medical
26755,0.49,,medical
26756,2.05,,medical
26765,1.48,,medical
26770,0.30,,medical
26775,0.59,,medical
26776,3.23,,medical
26785,3.23,,medical
26820,6.62,,medical
26841,5.24,,medical
26842,6.62,,medical
26843,5.24,,medical
26844,6.62,,medical
26850,4.94,,medical
26852,6.22,,medical
26860,3.66,,medical
26861,1.92,,medical
26862,4.94,,medical
26863,2.35,,medical
26910,4.64,,medical
26951,3.23,,medical
26952,3.23,,medical
26989,BR,,medical
26990,5.18,,medical
26991,5.18,,medical
26992,7.77,,medical
27000,3.23,,medical
27001,4.32,,medical
27003,6.04,,medical
27005,6.47,,medical
27006,6.47,,medical
27025,6.47,,medical
27027,5.49,,medical
27030,7.77,,medical
27033,9.92,,medical
27035,11.36,,medical
27036,11.95,,medical
27040,3.23,,medical
27041,3.67,,medical
27043,2.90,,medical
27045,4.55,,medical
27047,3.67,,medical
27048,6.47,,medical
27049,15.85,,medical
27050,3.95,,medical
27052,9.92,,medical
27054,13.34,,medical
27057,5.49,,medical
27059,11.07,,medical
27060,3.26,,medical
27062,3.67,,medical
27065,5.21,,medical
27066,7.77,,medical
27067,8.63,,medical
27070,4.74,,medical
27071,6.47,,medical
27075,11.86,,medical
27076,14.82,,medical
27077,14.82,,medical
27078,11.86,,medical
27080,5.18,,medical
27086,3.23,,medical
27087,4.45,,medical
27090,9.19,,medical
27091,11.36,,medical
27093,0.59,,medical
27095,3.23,,medical
27096,1.04,,medical
27097,7.16,,medical
27098,6.42,,medical
27100,9.88,,medical
27105,10.37,,medical
27110,12.94,,medical
27111,9.88,,medical
27120,15.81,,medical
27122,13.34,,medical
27125,13.37,,medical
27130,25.69,,medical
27132,23.29,,medical
27134,33.39,,medical
27137,29.54,,medical
27138,29.54,,medical
27140,5.18,,medical
27146,13.34,,medical
27147,14.62,,medical
27151,16.10,,medical
27156,18.28,,medical
27158,15.34,,medical
27161,14.33,,medical
27165,14.33,,medical
27170,15.81,,medical
27175,6.22,,medical
27176,13.34,,medical
27177,15.31,,medical
27178,13.83,,medical
27179,10.37,,medical
27181,15.81,,medical
27185,5.69,,medical
27187,11.25,,medical
27197,2.94,,medical
27198,0.00,,medical
27200,2.47,,medical
27202,7.77,,medical
27215,10.47,,medical
27216,8.63,,medical
27217,10.47,,medical
27218,10.47,,medical
27220,3.66,,medical
27222,5.24,,medical
27226,21.57,,medical
27227,21.57,,medical
27228,23.72,,medical
27230,2.74,,medical
27232,6.22,,medical
27235,13.34,,medical
27236,13.83,,medical
27238,2.87,,medical
27240,6.22,,medical
27244,12.84,,medical
27245,12.84,,medical
27246,1.48,,medical
27248,6.47,,medical
27250,2.47,,medical
27252,3.67,,medical
27253,9.88,,medical
27254,14.33,,medical
27256,4.19,,medical
27257,4.32,,medical
27258,11.36,,medical
27259,12.84,,medical
27265,2.56,,medical
27266,3.07,,medical
27267,3.21,,medical
27268,4.14,,medical
27269,10.87,,medical
27275,3.23,,medical
27279,7.32,,medical
27280,9.19,,medical
27282,8.40,,medical
27284,19.76,,medical
27286,20.75,,medical
27290,32.60,,medical
27295,19.76,,medical
27299,BR,,medical
27301,3.23,,medical
27303,5.09,,medical
27305,3.26,,medical
27306,3.23,,medical
27307,3.88,,medical
27310,7.77,,medical
27323,3.23,,medical
27324,4.32,,medical
27325,5.18,,medical
27326,5.18,,medical
27327,3.67,,medical
27328,6.47,,medical
27329,14.83,,medical
27330,7.55,,medical
27331,8.20,,medical
27332,8.79,,medical
27333,10.79,,medical
27334,12.94,,medical
27335,13.80,,medical
27337,3.73,,medical
27339,6.52,,medical
27340,4.32,,medical
27345,8.63,,medical
27347,6.99,,medical
27350,8.63,,medical
27355,7.77,,medical
27356,8.63,,medical
27357,10.35,,medical
27358,11.86,,medical
27360,7.11,,medical
27364,13.25,,medical
27365,12.94,,medical
27370,0.40,,medical
27372,3.67,,medical
27380,7.55,,medical
27381,8.60,,medical
27385,8.63,,medical
27386,10.37,,medical
27390,3.26,,medical
27391,4.15,,medical
27392,6.22,,medical
27393,3.95,,medical
27394,5.24,,medical
27395,7.01,,medical
27396,9.88,,medical
27397,11.36,,medical
27400,10.37,,medical
27403,9.49,,medical
27405,10.79,,medical
27407,12.07,,medical
27409,12.94,,medical
27412,21.74,,medical
27415,18.11,,medical
27416,10.87,,medical
27418,10.74,,medical
27420,10.79,,medical
27422,10.79,,medical
27424,10.79,,medical
27425,7.76,,medical
27427,12.07,,medical
27428,12.94,,medical
27429,13.80,,medical
27430,11.21,,medical
27435,9.19,,medical
27437,11.36,,medical
27438,13.63,,medical
27440,15.10,,medical
27441,16.39,,medical
27442,17.25,,medical
27443,17.25,,medical
27445,17.25,,medical
27446,17.25,,medical
27447,19.46,,medical
27448,8.60,,medical
27450,12.35,,medical
27454,13.34,,medical
27455,7.90,,medical
27457,12.94,,medical
27465,13.34,,medical
27466,17.29,,medical
27468,19.76,,medical
27470,13.34,,medical
27472,15.31,,medical
27475,9.83,,medical
27477,10.87,,medical
27479,12.42,,medical
27485,7.21,,medical
27486,15.34,,medical
27487,21.57,,medical
27488,12.27,,medical
27495,8.69,,medical
27496,3.88,,medical
27497,5.18,,medical
27498,5.39,,medical
27499,6.04,,medical
27500,3.89,,medical
27501,4.40,,medical
27502,5.24,,medical
27503,6.14,,medical
27506,14.24,,medical
27507,14.24,,medical
27508,2.47,,medical
27509,6.47,,medical
27510,5.24,,medical
27511,12.94,,medical
27513,12.94,,medical
27514,12.94,,medical
27516,3.06,,medical
27517,4.64,,medical
27519,9.92,,medical
27520,1.82,,medical
27524,8.63,,medical
27530,2.59,,medical
27532,4.32,,medical
27535,11.21,,medical
27536,12.07,,medical
27538,3.26,,medical
27540,10.79,,medical
27550,2.15,,medical
27552,3.88,,medical
27556,10.35,,medical
27557,13.80,,medical
27558,15.10,,medical
27560,0.99,,medical
27562,3.23,,medical
27566,10.35,,medical
27570,3.23,,medical
27580,17.25,,medical
27590,11.21,,medical
27591,12.07,,medical
27592,9.49,,medical
27594,1.98,,medical
27596,6.47,,medical
27598,11.21,,medical
27599,BR,,medical
27600,6.47,,medical
27601,6.04,,medical
27602,7.77,,medical
27603,3.67,,medical
27604,3.67,,medical
27605,3.45,,medical
27606,3.45,,medical
27607,5.18,,medical
27610,6.47,,medical
27612,7.33,,medical
27613,3.23,,medical
27614,3.88,,medical
27615,6.47,,medical
27616,10.56,,medical
27618,3.23,,medical
27619,3.88,,medical
27620,6.47,,medical
27625,9.06,,medical
27626,9.06,,medical
27630,3.23,,medical
27632,2.48,,medical
27634,5.80,,medical
27635,7.77,,medical
27637,9.49,,medical
27638,8.20,,medical
27640,7.90,,medical
27641,4.32,,medical
27645,12.07,,medical
27646,9.49,,medical
27647,8.63,,medical
27648,0.40,,medical
27650,7.77,,medical
27652,9.49,,medical
27654,9.92,,medical
27656,3.95,,medical
27658,5.18,,medical
27659,6.47,,medical
27664,3.45,,medical
27665,3.23,,medical
27675,6.47,,medical
27676,7.77,,medical
27680,3.26,,medical
27681,3.95,,medical
27685,6.04,,medical
27686,6.04,,medical
27687,4.64,,medical
27690,6.04,,medical
27691,7.33,,medical
27692,1.73,,medical
27695,6.62,,medical
27696,9.19,,medical
27698,9.19,,medical
27700,7.77,,medical
27702,15.10,,medical
27703,14.83,,medical
27704,9.19,,medical
27705,12.07,,medical
27707,5.18,,medical
27709,14.66,,medical
27712,11.36,,medical
27715,15.81,,medical
27720,12.94,,medical
27722,14.24,,medical
27724,15.53,,medical
27725,15.53,,medical
27726,9.63,,medical
27727,12.94,,medical
27730,5.18,,medical
27732,4.14,,medical
27734,7.25,,medical
27740,12.94,,medical
27742,14.33,,medical
27745,8.69,,medical
27750,3.95,,medical
27752,4.48,,medical
27756,7.77,,medical
27758,12.94,,medical
27759,12.94,,medical
27760,2.27,,medical
27762,4.32,,medical
27766,7.77,,medical
27767,1.55,,medical
27768,2.59,,medical
27769,5.18,,medical
27780,1.88,,medical
27781,3.23,,medical
27784,5.24,,medical
27786,1.98,,medical
27788,4.32,,medical
27792,7.77,,medical
27808,2.59,,medical
27810,3.88,,medical
27814,8.63,,medical
27816,2.37,,medical
27818,5.18,,medical
27822,9.92,,medical
27823,12.07,,medical
27824,2.09,,medical
27825,4.32,,medical
27826,7.77,,medical
27827,9.49,,medical
27828,10.79,,medical
27829,5.18,,medical
27830,1.98,,medical
27831,3.45,,medical
27832,7.77,,medical
27840,1.73,,medical
27842,4.32,,medical
27846,7.90,,medical
27848,7.90,,medical
27860,3.23,,medical
27870,12.07,,medical
27871,11.36,,medical
27880,12.07,,medical
27881,12.94,,medical
27882,11.21,,medical
27884,3.23,,medical
27886,7.77,,medical
27888,11.21,,medical
27889,11.21,,medical
27892,5.18,,medical
27893,5.18,,medical
27894,7.77,,medical
27899,BR,,medical
28001,3.23,,medical
28002,3.67,,medical
28003,3.67,,medical
28005,4.74,,medical
28008,3.23,,medical
28010,3.23,,medical
28011,3.23,,medical
28020,5.18,,medical
28022,3.23,,medical
28024,3.23,,medical
28035,5.24,,medical
28039,3.42,,medical
28041,4.14,,medical
28043,3.23,,medical
28045,3.67,,medical
28046,14.32,,medical
28047,8.07,,medical
28050,3.95,,medical
28052,3.23,,medical
28054,3.23,,medical
28055,3.31,,medical
28060,4.74,,medical
28062,6.04,,medical
28070,3.95,,medical
28072,3.23,,medical
28080,3.88,,medical
28086,4.15,,medical
28088,3.26,,medical
28090,3.23,,medical
28092,3.23,,medical
28100,4.74,,medical
28102,5.18,,medical
28103,4.74,,medical
28104,3.62,,medical
28106,5.18,,medical
28107,5.18,,medical
28108,4.10,,medical
28110,3.23,,medical
28111,4.64,,medical
28112,3.23,,medical
28113,3.23,,medical
28114,7.90,,medical
28116,6.04,,medical
28118,6.47,,medical
28119,6.91,,medical
28120,4.32,,medical
28122,4.32,,medical
28124,3.23,,medical
28126,3.67,,medical
28130,12.07,,medical
28140,4.74,,medical
28150,3.23,,medical
28153,3.23,,medical
28160,3.23,,medical
28171,10.77,,medical
28173,6.91,,medical
28175,5.18,,medical
28190,3.23,,medical
28192,3.67,,medical
28193,4.10,,medical
28200,3.95,,medical
28202,4.91,,medical
28208,3.23,,medical
28210,3.23,,medical
28220,3.26,,medical
28222,3.95,,medical
28225,3.23,,medical
28226,3.23,,medical
28230,3.23,,medical
28232,3.23,,medical
28234,3.23,,medical
28238,4.66,,medical
28240,3.23,,medical
28250,3.26,,medical
28260,5.24,,medical
28261,5.93,,medical
28262,9.19,,medical
28264,7.90,,medical
28270,3.23,,medical
28272,3.23,,medical
28280,4.10,,medical
28285,3.23,,medical
28286,3.23,,medical
28288,3.23,,medical
28289,3.52,,medical
28291,5.24,,medical
28292,5.18,,medical
28295,9.41,,medical
28296,7.77,,medical
28297,6.21,,medical
28298,5.61,,medical
28299,7.56,,medical
28300,6.91,,medical
28302,5.93,,medical
28304,5.24,,medical
28305,5.93,,medical
28306,4.64,,medical
28307,5.18,,medical
28308,3.45,,medical
28309,6.47,,medical
28310,3.23,,medical
28312,3.23,,medical
28313,3.23,,medical
28315,3.23,,medical
28320,4.32,,medical
28322,4.32,,medical
28340,5.80,,medical
28341,6.93,,medical
28344,3.43,,medical
28345,4.87,,medical
28360,11.02,,medical
28400,1.94,,medical
28405,2.59,,medical
28406,4.32,,medical
28415,9.49,,medical
28420,10.35,,medical
28430,1.51,,medical
28435,2.67,,medical
28436,3.67,,medical
28445,7.77,,medical
28446,7.76,,medical
28450,1.28,,medical
28455,2.15,,medical
28456,3.45,,medical
28465,4.10,,medical
28470,1.48,,medical
28475,2.37,,medical
28476,3.23,,medical
28485,3.95,,medical
28490,0.69,,medical
28495,0.69,,medical
28496,3.23,,medical
28505,3.23,,medical
28510,0.64,,medical
28515,0.86,,medical
28525,3.23,,medical
28530,1.03,,medical
28531,3.23,,medical
28540,1.08,,medical
28545,3.23,,medical
28546,3.88,,medical
28555,3.88,,medical
28570,1.08,,medical
28575,3.23,,medical
28576,3.88,,medical
28585,4.74,,medical
28600,0.49,,medical
28605,3.23,,medical
28606,4.10,,medical
28615,4.74,,medical
28630,0.86,,medical
28635,3.23,,medical
28636,4.10,,medical
28645,4.10,,medical
28660,0.40,,medical
28665,0.94,,medical
28666,3.23,,medical
28675,3.23,,medical
28705,13.80,,medical
28715,12.07,,medical
28725,8.63,,medical
28730,7.77,,medical
28735,7.77,,medical
28737,6.21,,medical
28740,3.67,,medical
28750,4.64,,medical
28755,3.45,,medical
28760,5.18,,medical
28800,7.77,,medical
28805,7.77,,medical
28810,5.18,,medical
28820,3.67,,medical
28825,3.23,,medical
28890,2.79,,medical
28899,BR,,medical
29000,3.26,,medical
29010,1.98,,medical
29015,2.47,,medical
29035,0.99,,medical
29040,1.68,,medical
29044,1.28,,medical
29046,1.38,,medical
29049,0.52,,medical
29055,1.04,,medical
29058,0.62,,medical
29065,0.57,,medical
29075,0.44,,medical
29085,0.41,,medical
29086,0.31,,medical
29105,0.35,,medical
29125,0.30,,medical
29126,0.49,,medical
29130,0.20,,medical
29131,0.30,,medical
29200,0.21,,medical
29240,0.21,,medical
29260,0.18,,medical
29280,0.16,,medical
29305,1.28,,medical
29325,1.68,,medical
29345,0.64,,medical
29355,0.84,,medical
29358,0.84,,medical
29365,0.41,,medical
29405,0.49,,medical
29425,0.59,,medical
29435,0.74,,medical
29440,0.20,,medical
29445,1.33,,medical
29450,0.30,,medical
29505,0.44,,medical
29515,0.35,,medical
29520,0.31,,medical
29530,0.24,,medical
29540,0.21,,medical
29550,0.13,,medical
29580,0.29,,medical
29581,0.44,,medical
29584,0.69,,medical
29700,0.25,,medical
29705,0.25,,medical
29710,0.30,,medical
29720,0.15,,medical
29730,0.15,,medical
29740,0.20,,medical
29750,0.20,,medical
29799,BR,,medical
29800,5.62,,medical
29804,9.61,,medical
29805,4.14,,medical
29806,10.71,,medical
29807,10.87,,medical
29819,7.77,,medical
29820,7.11,,medical
29821,7.77,,medical
29822,7.55,,medical
29823,8.20,,medical
29824,5.18,,medical
29825,8.18,,medical
29826,1.97,,medical
29827,9.32,,medical
29828,9.83,,medical
29830,4.32,,medical
29834,6.04,,medical
29835,8.18,,medical
29836,9.71,,medical
29837,7.47,,medical
29838,9.51,,medical
29840,4.50,,medical
29843,5.12,,medical
29844,7.16,,medical
29845,8.18,,medical
29846,7.67,,medical
29847,9.21,,medical
29848,5.73,,medical
29850,7.26,,medical
29851,10.35,,medical
29855,10.35,,medical
29856,11.65,,medical
29860,4.35,,medical
29861,7.16,,medical
29862,11.35,,medical
29863,9.21,,medical
29866,16.35,,medical
29867,19.56,,medical
29868,26.50,,medical
29870,3.95,,medical
29871,6.14,,medical
29873,7.76,,medical
29874,7.51,,medical
29875,7.16,,medical
29876,8.20,,medical
29877,7.11,,medical
29879,7.77,,medical
29880,10.79,,medical
29881,8.79,,medical
29882,12.07,,medical
29883,13.37,,medical
29884,7.67,,medical
29885,11.25,,medical
29886,9.00,,medical
29887,9.06,,medical
29888,17.78,,medical
29889,16.46,,medical
29891,10.45,,medical
29892,12.27,,medical
29893,2.56,,medical
29894,7.51,,medical
29895,7.11,,medical
29897,7.11,,medical
29898,7.77,,medical
29899,9.83,,medical
29900,2.59,,medical
29901,3.11,,medical
29902,4.40,,medical
29904,8.07,,medical
29905,8.80,,medical
29906,8.80,,medical
29907,9.32,,medical
29914,9.73,,medical
29915,10.35,,medical
29916,10.35,,medical
29999,BR,,medical
30000,0.47,,medical
30020,0.66,,medical
30100,0.56,,medical
30110,1.03,,medical
30115,2.43,,medical
30117,1.87,,medical
30118,4.68,,medical
30120,5.62,,medical
30124,1.87,,medical
30125,7.02,,medical
30130,2.43,,medical
30140,3.47,,medical
30150,2.81,,medical
30160,4.68,,medical
30200,0.26,,medical
30210,0.14,,medical
30220,1.45,,medical
30300,0.37,,medical
30310,1.73,,medical
30320,3.75,,medical
30400,7.49,,medical
30410,9.74,,medical
30420,12.92,,medical
30430,3.75,,medical
30435,6.09,,medical
30450,9.74,,medical
30460,5.15,,medical
30462,13.72,,medical
30465,9.08,,medical
30520,7.02,,medical
30540,5.62,,medical
30545,8.43,,medical
30560,0.75,,medical
30580,4.68,,medical
30600,4.68,,medical
30620,7.96,,medical
30630,5.76,,medical
30801,0.96,,medical
30802,1.59,,medical
30901,0.47,,medical
30903,0.75,,medical
30905,1.45,,medical
30906,1.36,,medical
30915,5.15,,medical
30920,7.96,,medical
30930,0.94,,medical
30999,BR,,medical
31000,0.47,,medical
31002,0.94,,medical
31020,2.72,,medical
31030,6.09,,medical
31032,7.02,,medical
31040,13.11,,medical
31050,9.37,,medical
31051,9.83,,medical
31070,4.68,,medical
31075,7.96,,medical
31080,9.37,,medical
31081,9.37,,medical
31084,11.24,,medical
31085,11.24,,medical
31086,11.24,,medical
31087,11.24,,medical
31090,14.05,,medical
31200,4.92,,medical
31201,6.56,,medical
31205,7.30,,medical
31225,14.52,,medical
31230,17.04,,medical
31231,2.34,,medical
31233,3.00,,medical
31235,6.09,,medical
31237,5.06,,medical
31238,3.28,,medical
31239,7.49,,medical
31240,3.75,,medical
31241,4.31,,medical
31253,4.83,,medical
31254,6.65,,medical
31255,9.08,,medical
31256,5.24,,medical
31257,4.30,,medical
31259,4.55,,medical
31267,7.87,,medical
31276,7.87,,medical
31287,6.56,,medical
31288,7.21,,medical
31290,8.43,,medical
31291,8.43,,medical
31292,7.49,,medical
31293,8.43,,medical
31294,9.90,,medical
31295,16.39,,medical
31296,18.73,,medical
31297,18.73,,medical
31298,31.21,,medical
31299,BR,,medical
31300,9.37,,medical
31360,12.64,,medical
31365,18.73,,medical
31367,12.64,,medical
31368,18.73,,medical
31370,12.64,,medical
31375,10.30,,medical
31380,10.30,,medical
31382,10.30,,medical
31390,16.39,,medical
31395,21.54,,medical
31400,8.43,,medical
31420,7.02,,medical
31500,0.94,,medical
31502,0.80,,medical
31505,0.75,,medical
31510,2.06,,medical
31511,2.34,,medical
31512,2.81,,medical
31513,3.75,,medical
31515,1.40,,medical
31520,1.22,,medical
31525,2.06,,medical
31526,2.48,,medical
31527,4.68,,medical
31528,2.81,,medical
31529,2.34,,medical
31530,3.00,,medical
31531,3.61,,medical
31535,3.00,,medical
31536,3.61,,medical
31540,3.61,,medical
31541,4.31,,medical
31545,5.06,,medical
31546,7.77,,medical
31551,13.75,,medical
31552,13.79,,medical
31553,15.17,,medical
31554,15.83,,medical
31560,3.98,,medical
31561,4.78,,medical
31570,3.28,,medical
31571,3.93,,medical
31572,3.98,,medical
31573,2.12,,medical
31574,8.18,,medical
31575,0.98,,medical
31576,2.15,,medical
31577,3.28,,medical
31578,3.75,,medical
31579,2.53,,medical
31580,9.37,,medical
31584,8.90,,medical
31587,8.43,,medical
31590,10.30,,medical
31591,9.92,,medical
31592,16.16,,medical
31595,4.68,,medical
31599,BR,,medical
31600,3.28,,medical
31601,3.75,,medical
31603,3.75,,medical
31605,3.28,,medical
31610,5.62,,medical
31611,6.09,,medical
31612,0.75,,medical
31613,2.81,,medical
31614,5.62,,medical
31615,1.87,,medical
31622,2.37,,medical
31623,2.48,,medical
31624,2.48,,medical
31625,2.53,,medical
31626,3.09,,medical
31627,1.40,,medical
31628,2.81,,medical
31629,3.28,,medical
31630,3.00,,medical
31631,3.75,,medical
31632,1.41,,medical
31633,1.41,,medical
31634,14.61,,medical
31635,4.68,,medical
31636,4.21,,medical
31637,1.50,,medical
31638,4.68,,medical
31640,4.68,,medical
31641,6.09,,medical
31643,2.36,,medical
31645,2.53,,medical
31646,2.53,,medical
31647,2.06,,medical
31648,1.89,,medical
31649,0.55,,medical
31651,0.61,,medical
31652,6.71,,medical
31653,7.10,,medical
31654,1.02,,medical
31660,1.89,,medical
31661,2.00,,medical
31717,0.47,,medical
31720,0.47,,medical
31725,0.94,,medical
31730,0.94,,medical
31750,9.37,,medical
31755,11.24,,medical
31760,11.24,,medical
31766,12.46,,medical
31770,12.46,,medical
31775,12.46,,medical
31780,11.71,,medical
31781,13.11,,medical
31785,10.77,,medical
31786,12.64,,medical
31800,6.09,,medical
31805,8.43,,medical
31820,2.81,,medical
31825,3.75,,medical
31830,2.81,,medical
31899,BR,,medical
32035,6.09,,medical
32036,7.02,,medical
32096,7.72,,medical
32097,7.72,,medical
32098,7.26,,medical
32100,7.49,,medical
32110,8.62,,medical
32120,9.37,,medical
32124,7.49,,medical
32140,9.37,,medical
32141,9.37,,medical
32150,8.90,,medical
32151,8.90,,medical
32160,9.37,,medical
32200,6.09,,medical
32215,8.24,,medical
32220,9.37,,medical
32225,7.02,,medical
32310,8.90,,medical
32320,11.24,,medical
32400,1.03,,medical
32405,1.59,,medical
32440,12.17,,medical
32442,15.64,,medical
32445,14.05,,medical
32480,11.24,,medical
32482,11.71,,medical
32484,11.24,,medical
32486,14.52,,medical
32488,15.17,,medical
32491,11.61,,medical
32501,2.81,,medical
32503,16.58,,medical
32504,19.01,,medical
32505,8.91,,medical
32506,1.50,,medical
32507,1.50,,medical
32540,9.37,,medical
32550,6.56,,medical
32551,1.50,,medical
32552,1.40,,medical
32553,1.78,,medical
32554,1.64,,medical
32555,2.35,,medical
32556,4.52,,medical
32557,4.13,,medical
32560,2.43,,medical
32561,0.66,,medical
32562,0.61,,medical
32601,2.81,,medical
32604,4.21,,medical
32606,3.75,,medical
32607,2.96,,medical
32608,3.63,,medical
32609,2.51,,medical
32650,7.68,,medical
32651,7.96,,medical
32652,8.24,,medical
32653,7.96,,medical
32654,8.43,,medical
32655,8.90,,medical
32656,8.43,,medical
32658,10.02,,medical
32659,9.83,,medical
32661,11.24,,medical
32662,10.77,,medical
32663,12.17,,medical
32664,10.49,,medical
32665,10.30,,medical
32666,8.33,,medical
32667,1.50,,medical
32668,1.51,,medical
32669,12.84,,medical
32670,15.32,,medical
32671,17.00,,medical
32672,14.55,,medical
32673,11.46,,medical
32674,2.06,,medical
32701,2.08,,medical
32800,7.49,,medical
32810,3.75,,medical
32815,13.11,,medical
32820,11.71,,medical
32850,BR,,medical
32851,26.64,,medical
32852,28.89,,medical
32853,33.31,,medical
32854,35.56,,medical
32855,BR,,medical
32856,BR,,medical
32900,6.56,,medical
32905,8.43,,medical
32906,13.11,,medical
32940,5.62,,medical
32960,0.70,,medical
32994,49.77,,medical
32997,0.94,,medical
32998,7.02,,medical
32999,BR,,medical
33010,1.26,,medical
33011,0.77,,medical
33015,1.69,,medical
33020,8.43,,medical
33025,8.62,,medical
33030,9.83,,medical
33031,17.79,,medical
33050,9.37,,medical
33120,21.07,,medical
33130,14.05,,medical
33140,12.64,,medical
33141,6.84,,medical
33202,7.87,,medical
33203,8.05,,medical
33206,7.49,,medical
33207,7.96,,medical
33208,8.43,,medical
33210,3.47,,medical
33211,3.93,,medical
33212,4.03,,medical
33213,4.31,,medical
33214,7.96,,medical
33215,3.56,,medical
33216,3.93,,medical
33217,4.31,,medical
33218,2.29,,medical
33220,2.48,,medical
33221,4.31,,medical
33222,3.75,,medical
33223,3.09,,medical
33224,5.15,,medical
33225,4.59,,medical
33226,4.96,,medical
33227,3.20,,medical
33228,3.33,,medical
33229,3.47,,medical
33230,3.61,,medical
33231,3.74,,medical
33233,2.81,,medical
33234,2.90,,medical
33235,2.90,,medical
33236,10.77,,medical
33237,10.77,,medical
33238,11.24,,medical
33240,4.12,,medical
33241,2.15,,medical
33243,9.08,,medical
33244,3.18,,medical
33249,9.27,,medical
33250,10.86,,medical
33251,14.33,,medical
33254,11.14,,medical
33255,13.39,,medical
33256,16.01,,medical
33257,5.15,,medical
33258,5.81,,medical
33259,7.59,,medical
33261,13.39,,medical
33262,3.47,,medical
33263,3.61,,medical
33264,3.75,,medical
33265,11.14,,medical
33266,15.27,,medical
33270,5.54,,medical
33271,4.45,,medical
33272,3.41,,medical
33273,3.92,,medical
33282,3.08,,medical
33284,2.21,,medical
33300,10.30,,medical
33305,15.45,,medical
33310,11.24,,medical
33315,18.73,,medical
33320,10.58,,medical
33321,12.92,,medical
33322,14.42,,medical
33330,15.45,,medical
33335,19.11,,medical
33340,7.75,,medical
33361,13.24,,medical
33362,14.46,,medical
33363,14.99,,medical
33364,15.79,,medical
33365,17.37,,medical
33366,18.79,,medical
33367,6.13,,medical
33368,7.28,,medical
33369,9.61,,medical
33390,18.44,,medical
33391,21.88,,medical
33404,23.41,,medical
33405,22.01,,medical
33406,22.01,,medical
33410,22.01,,medical
33411,23.41,,medical
33412,23.41,,medical
33413,29.27,,medical
33414,22.94,,medical
33415,18.73,,medical
33416,21.07,,medical
33417,21.07,,medical
33418,17.56,,medical
33419,4.15,,medical
33420,14.98,,medical
33422,20.60,,medical
33425,19.48,,medical
33426,21.35,,medical
33427,24.31,,medical
33430,21.07,,medical
33460,18.73,,medical
33463,21.35,,medical
33464,21.91,,medical
33465,20.14,,medical
33468,25.29,,medical
33470,14.98,,medical
33471,14.98,,medical
33474,21.07,,medical
33475,23.23,,medical
33476,20.60,,medical
33477,13.31,,medical
33478,22.48,,medical
33496,20.44,,medical
33500,19.95,,medical
33501,13.30,,medical
33502,10.30,,medical
33503,11.24,,medical
33504,16.20,,medical
33505,17.04,,medical
33506,18.92,,medical
33507,17.79,,medical
33508,4.59,,medical
33510,18.36,,medical
33511,20.60,,medical
33512,22.94,,medical
33513,24.26,,medical
33514,25.75,,medical
33516,26.28,,medical
33517,4.50,,medical
33518,6.84,,medical
33519,9.18,,medical
33521,11.52,,medical
33522,13.86,,medical
33523,10.35,,medical
33530,4.44,,medical
33533,20.09,,medical
33534,22.48,,medical
33535,25.01,,medical
33536,24.99,,medical
33542,17.79,,medical
33545,24.35,,medical
33548,26.22,,medical
33572,10.16,,medical
33600,21.35,,medical
33602,21.35,,medical
33606,13.11,,medical
33608,25.94,,medical
33610,25.66,,medical
33611,27.07,,medical
33612,26.60,,medical
33615,26.13,,medical
33617,26.69,,medical
33619,29.88,,medical
33620,17.33,,medical
33621,9.18,,medical
33622,35.78,,medical
33641,14.98,,medical
33645,17.79,,medical
33647,23.41,,medical
33660,20.14,,medical
33665,21.54,,medical
33670,25.29,,medical
33675,24.35,,medical
33676,25.10,,medical
33677,26.13,,medical
33681,21.35,,medical
