code,relative value,pc/tc split,schedule
33684,21.54,,medical
33688,21.54,,medical
33690,8.90,,medical
33692,20.60,,medical
33694,22.94,,medical
33697,23.98,,medical
33702,18.73,,medical
33710,24.35,,medical
33720,22.01,,medical
33722,21.54,,medical
33724,18.26,,medical
33726,21.35,,medical
33730,22.01,,medical
33732,21.73,,medical
33735,14.05,,medical
33736,17.70,,medical
33737,15.92,,medical
33750,11.71,,medical
33755,13.11,,medical
33762,11.71,,medical
33764,14.05,,medical
33766,10.86,,medical
33767,13.77,,medical
33768,4.68,,medical
33770,26.60,,medical
33771,26.97,,medical
33774,23.41,,medical
33775,27.16,,medical
33776,28.10,,medical
33777,28.10,,medical
33778,28.10,,medical
33779,29.03,,medical
33780,33.72,,medical
33781,33.72,,medical
33782,44.02,,medical
33783,47.76,,medical
33786,25.57,,medical
33788,15.45,,medical
33800,10.86,,medical
33802,10.30,,medical
33803,13.11,,medical
33813,15.64,,medical
33814,20.51,,medical
33820,9.37,,medical
33822,11.24,,medical
33824,13.11,,medical
33840,13.11,,medical
33845,18.73,,medical
33851,20.60,,medical
33852,17.33,,medical
33853,23.04,,medical
33860,21.07,,medical
33863,25.75,,medical
33864,24.82,,medical
33870,34.65,,medical
33875,18.73,,medical
33877,30.55,,medical
33880,19.20,,medical
33881,16.58,,medical
33883,12.27,,medical
33884,4.68,,medical
33886,10.49,,medical
33889,9.08,,medical
33891,11.61,,medical
33910,16.86,,medical
33915,12.64,,medical
33916,16.86,,medical
33917,21.07,,medical
33920,13.11,,medical
33922,14.05,,medical
33924,2.34,,medical
33925,22.01,,medical
33926,29.50,,medical
33927,24.78,,medical
33928,29.48,,medical
33929,11.03,,medical
33930,BR,,medical
33933,BR,,medical
33935,47.63,,medical
33940,BR,,medical
33944,BR,,medical
33945,29.99,,medical
33946,3.01,,medical
33947,3.35,,medical
33948,2.33,,medical
33949,2.26,,medical
33951,4.15,,medical
33952,4.17,,medical
33953,4.64,,medical
33954,4.66,,medical
33955,8.14,,medical
33956,8.12,,medical
33957,1.81,,medical
33958,1.81,,medical
33959,2.30,,medical
33962,2.30,,medical
33963,4.59,,medical
33964,4.84,,medical
33965,1.81,,medical
33966,2.31,,medical
33967,1.83,,medical
33968,0.23,,medical
33969,2.68,,medical
33970,6.09,,medical
33971,7.02,,medical
33973,6.23,,medical
33974,6.56,,medical
33975,12.36,,medical
33976,14.84,,medical
33977,10.86,,medical
33978,13.02,,medical
33979,14.84,,medical
33980,13.02,,medical
33981,8.09,,medical
33982,18.92,,medical
33983,22.22,,medical
33984,2.78,,medical
33985,5.04,,medical
33986,5.09,,medical
33987,2.04,,medical
33988,7.62,,medical
33989,4.84,,medical
33990,4.16,,medical
33991,6.13,,medical
33992,1.95,,medical
33993,1.71,,medical
33999,BR,,medical
34001,6.56,,medical
34051,7.49,,medical
34101,5.62,,medical
34111,11.24,,medical
34151,11.24,,medical
34201,9.37,,medical
34203,8.43,,medical
34401,8.43,,medical
34421,6.37,,medical
34451,10.77,,medical
34471,6.56,,medical
34490,6.56,,medical
34501,6.09,,medical
34502,16.30,,medical
34510,7.40,,medical
34520,7.77,,medical
34530,7.49,,medical
34701,11.99,,medical
34702,17.91,,medical
34703,13.51,,medical
34704,22.47,,medical
34705,14.88,,medical
34706,22.40,,medical
34707,11.18,,medical
34708,17.99,,medical
34709,3.15,,medical
34710,7.80,,medical
34711,2.91,,medical
34712,6.67,,medical
34713,1.26,,medical
34714,2.63,,medical
34715,2.94,,medical
34716,3.65,,medical
34808,3.37,,medical
34812,2.46,,medical
34813,3.37,,medical
34820,4.16,,medical
34830,15.45,,medical
34831,17.33,,medical
34832,17.33,,medical
34833,3.84,,medical
34834,1.92,,medical
34839,BR,,medical
34841,13.02,,medical
34842,15.10,,medical
34843,16.85,,medical
34844,18.67,,medical
34845,16.30,,medical
34846,18.28,,medical
34847,20.13,,medical
34848,21.95,,medical
35001,12.64,,medical
35002,12.64,,medical
35005,12.64,,medical
35011,9.74,,medical
35013,10.30,,medical
35021,13.11,,medical
35022,11.71,,medical
35045,8.43,,medical
35081,14.98,,medical
35082,15.45,,medical
35091,17.23,,medical
35092,18.73,,medical
35102,15.92,,medical
35103,15.45,,medical
35111,10.49,,medical
35112,10.77,,medical
35121,13.49,,medical
35122,12.64,,medical
35131,12.64,,medical
35132,13.11,,medical
35141,10.77,,medical
35142,10.77,,medical
35151,10.77,,medical
35152,10.77,,medical
35180,11.24,,medical
35182,10.30,,medical
35184,11.24,,medical
35188,11.24,,medical
35189,10.30,,medical
35190,11.24,,medical
35201,11.24,,medical
35206,9.08,,medical
35207,9.65,,medical
35211,15.45,,medical
35216,13.11,,medical
35221,13.11,,medical
35226,8.62,,medical
35231,12.17,,medical
35236,12.17,,medical
35241,17.33,,medical
35246,12.64,,medical
35251,12.64,,medical
35256,12.17,,medical
35261,12.17,,medical
35266,12.17,,medical
35271,17.33,,medical
35276,12.64,,medical
35281,12.64,,medical
35286,12.17,,medical
35301,12.17,,medical
35302,9.83,,medical
35303,10.30,,medical
35304,10.40,,medical
35305,10.30,,medical
35306,4.31,,medical
35311,12.17,,medical
35321,12.17,,medical
35331,13.58,,medical
35341,11.24,,medical
35351,11.24,,medical
35355,12.17,,medical
35361,13.58,,medical
35363,14.98,,medical
35371,9.37,,medical
35372,9.37,,medical
35390,2.42,,medical
35400,1.47,,medical
35500,2.81,,medical
35501,11.24,,medical
35506,11.24,,medical
35508,12.64,,medical
35509,11.24,,medical
35510,12.18,,medical
35511,11.24,,medical
35512,12.18,,medical
35515,12.64,,medical
35516,11.24,,medical
35518,13.11,,medical
35521,11.24,,medical
35522,11.24,,medical
35523,11.24,,medical
35525,11.24,,medical
35526,12.46,,medical
35531,12.92,,medical
35533,16.39,,medical
35535,12.92,,medical
35536,12.46,,medical
35537,14.05,,medical
35538,17.33,,medical
35539,16.39,,medical
35540,18.73,,medical
35556,12.17,,medical
35558,11.24,,medical
35560,14.05,,medical
35563,11.71,,medical
35565,11.71,,medical
35566,14.05,,medical
35570,11.52,,medical
35571,14.05,,medical
35572,4.59,,medical
35583,12.83,,medical
35585,14.70,,medical
35587,11.71,,medical
35600,5.06,,medical
35601,10.77,,medical
35606,10.77,,medical
35612,10.77,,medical
35616,10.77,,medical
35621,11.24,,medical
35623,14.61,,medical
35626,11.52,,medical
35631,11.99,,medical
35632,12.74,,medical
35633,13.58,,medical
35634,12.55,,medical
35636,11.52,,medical
35637,12.17,,medical
35638,12.36,,medical
35642,11.71,,medical
35645,11.71,,medical
35646,17.51,,medical
35647,13.39,,medical
35650,11.71,,medical
35654,16.39,,medical
35656,11.71,,medical
35661,11.24,,medical
35663,11.89,,medical
35665,11.71,,medical
35666,11.71,,medical
35671,14.05,,medical
35681,0.79,,medical
35682,3.52,,medical
35683,4.09,,medical
35685,2.81,,medical
35686,2.90,,medical
35691,11.24,,medical
35693,11.24,,medical
35694,11.24,,medical
35695,11.24,,medical
35697,5.62,,medical
35700,2.34,,medical
35701,5.34,,medical
35721,4.21,,medical
35741,4.21,,medical
35761,4.68,,medical
35800,5.15,,medical
35820,7.02,,medical
35840,6.09,,medical
35860,4.96,,medical
35870,16.86,,medical
35875,5.95,,medical
35876,7.02,,medical
35879,14.05,,medical
35881,14.61,,medical
35883,10.49,,medical
35884,11.14,,medical
35901,5.62,,medical
35903,5.62,,medical
35905,7.02,,medical
35907,6.74,,medical
36000,0.33,,medical
36002,1.12,,medical
36005,0.66,,medical
36010,1.69,,medical
36011,1.87,,medical
36012,2.25,,medical
36013,1.87,,medical
36014,2.25,,medical
36015,2.62,,medical
36100,2.06,,medical
36140,1.40,,medical
36160,2.34,,medical
36200,2.11,,medical
36215,2.25,,medical
36216,2.90,,medical
36217,3.40,,medical
36218,0.75,,medical
36221,8.27,,medical
36222,9.74,,medical
36223,12.20,,medical
36224,15.50,,medical
36225,11.74,,medical
36226,15.03,,medical
36227,2.08,,medical
36228,10.67,,medical
36245,2.34,,medical
36246,2.62,,medical
36247,3.28,,medical
36248,0.61,,medical
36251,2.64,,medical
36252,3.44,,medical
36253,3.68,,medical
36254,3.97,,medical
36260,5.62,,medical
36261,2.81,,medical
36262,2.34,,medical
36299,BR,,medical
36400,0.26,,medical
36405,0.23,,medical
36406,0.23,,medical
36410,0.19,,medical
36415,0.04,,medical
36416,0.04,,medical
36420,0.49,,medical
36425,0.42,,medical
36430,0.37,,medical
36440,0.66,,medical
36450,2.34,,medical
36455,2.34,,medical
36456,1.05,,medical
36460,4.68,,medical
36465,12.82,,medical
36466,13.39,,medical
36468,BR,,medical
36470,0.37,,medical
36471,0.84,,medical
36473,12.17,,medical
36474,2.24,,medical
36475,18.73,,medical
36476,3.99,,medical
36478,18.73,,medical
36479,4.03,,medical
36481,4.12,,medical
36482,17.06,,medical
36483,1.16,,medical
36500,1.50,,medical
36510,0.70,,medical
36511,1.59,,medical
36512,1.59,,medical
36513,1.59,,medical
36514,1.59,,medical
36516,1.59,,medical
36522,1.78,,medical
36555,3.28,,medical
36556,2.81,,medical
36557,6.09,,medical
36558,5.62,,medical
36560,11.71,,medical
36561,11.24,,medical
36563,11.71,,medical
36565,9.37,,medical
36566,10.77,,medical
36568,2.81,,medical
36569,2.34,,medical
36570,10.77,,medical
36571,10.30,,medical
36575,1.41,,medical
36576,2.34,,medical
36578,4.68,,medical
36580,2.34,,medical
36581,4.68,,medical
36582,10.30,,medical
36583,10.30,,medical
36584,1.87,,medical
36585,9.37,,medical
36589,1.41,,medical
36590,2.34,,medical
36591,0.14,,medical
36592,0.19,,medical
36593,0.56,,medical
36595,7.02,,medical
36596,1.41,,medical
36597,1.12,,medical
36598,0.84,,medical
36600,0.23,,medical
36620,0.80,,medical
36625,0.80,,medical
36640,1.40,,medical
36660,0.94,,medical
36680,0.91,,medical
36800,1.59,,medical
36810,3.75,,medical
36815,2.62,,medical
36818,6.28,,medical
36819,6.65,,medical
36820,6.65,,medical
36821,5.81,,medical
36823,12.68,,medical
36825,7.49,,medical
36830,7.54,,medical
36831,5.34,,medical
36832,6.32,,medical
36833,5.95,,medical
36835,9.37,,medical
36838,11.24,,medical
36860,1.40,,medical
36861,2.15,,medical
36901,4.82,,medical
36902,10.04,,medical
36903,45.18,,medical
36904,14.59,,medical
36905,18.49,,medical
36906,54.84,,medical
36907,6.08,,medical
36908,21.80,,medical
36909,15.85,,medical
37140,14.52,,medical
37145,14.52,,medical
37160,14.52,,medical
37180,14.52,,medical
37181,14.52,,medical
37182,7.99,,medical
37183,3.77,,medical
37184,37.55,,medical
37185,12.17,,medical
37186,25.38,,medical
37187,36.52,,medical
37188,31.56,,medical
37191,2.25,,medical
37192,3.49,,medical
37193,3.49,,medical
37195,2.41,,medical
37197,11.69,,medical
37200,3.37,,medical
37211,3.76,,medical
37212,3.30,,medical
37213,2.28,,medical
37214,1.19,,medical
37215,13.86,,medical
37216,13.30,,medical
37217,10.58,,medical
37218,7.93,,medical
37220,4.21,,medical
37221,5.24,,medical
37222,1.97,,medical
37223,2.62,,medical
37224,4.68,,medical
37225,6.27,,medical
37226,5.34,,medical
37227,7.77,,medical
37228,5.71,,medical
37229,7.40,,medical
37230,7.21,,medical
37231,7.96,,medical
37232,2.25,,medical
37233,3.09,,medical
37234,2.81,,medical
37235,4.03,,medical
37236,30.96,,medical
37237,19.48,,medical
37238,33.54,,medical
37239,16.24,,medical
37241,38.12,,medical
37242,58.98,,medical
37243,25.29,,medical
37244,54.46,,medical
37246,17.22,,medical
37247,6.96,,medical
37248,11.95,,medical
37249,5.11,,medical
37252,1.31,,medical
37253,1.03,,medical
37500,5.71,,medical
37501,BR,,medical
37565,4.68,,medical
37600,4.21,,medical
37605,4.21,,medical
37606,4.68,,medical
37607,1.87,,medical
37609,1.87,,medical
37615,3.75,,medical
37616,7.02,,medical
37617,5.62,,medical
37618,4.68,,medical
37619,15.54,,medical
37650,2.81,,medical
37660,2.81,,medical
37700,3.65,,medical
37718,3.09,,medical
37722,3.65,,medical
37735,8.19,,medical
37760,5.71,,medical
37761,4.31,,medical
37765,4.21,,medical
37766,5.15,,medical
37780,0.94,,medical
37785,2.34,,medical
37788,12.92,,medical
37790,4.87,,medical
37799,BR,,medical
38100,8.43,,medical
38101,8.43,,medical
38102,4.21,,medical
38115,7.96,,medical
38120,8.43,,medical
38129,BR,,medical
38200,1.59,,medical
38204,0.94,,medical
38205,1.59,,medical
38206,1.59,,medical
38207,0.54,,medical
38208,0.59,,medical
38209,0.52,,medical
38210,0.56,,medical
38211,0.56,,medical
38212,0.56,,medical
38213,0.56,,medical
38214,0.47,,medical
38215,0.56,,medical
38220,0.59,,medical
38221,0.63,,medical
38222,1.38,,medical
38230,3.32,,medical
38232,1.74,,medical
38240,2.41,,medical
38241,2.18,,medical
38242,2.41,,medical
38243,1.04,,medical
38300,0.47,,medical
38305,0.94,,medical
38308,1.87,,medical
38380,4.68,,medical
38381,9.37,,medical
38382,7.96,,medical
38500,1.69,,medical
38505,0.94,,medical
38510,2.81,,medical
38520,2.34,,medical
38525,2.81,,medical
38530,3.28,,medical
38542,3.56,,medical
38550,2.81,,medical
38555,7.49,,medical
38562,7.02,,medical
38564,7.96,,medical
38570,7.96,,medical
38571,8.52,,medical
38572,8.90,,medical
38573,11.27,,medical
38589,BR,,medical
38700,5.62,,medical
38720,10.77,,medical
38724,11.24,,medical
38740,3.75,,medical
38745,7.96,,medical
38746,2.39,,medical
38747,2.67,,medical
38760,4.68,,medical
38765,9.83,,medical
38770,8.52,,medical
38780,14.05,,medical
38790,1.59,,medical
38792,1.40,,medical
38794,1.40,,medical
38900,1.12,,medical
38999,BR,,medical
39000,4.03,,medical
39010,8.34,,medical
39200,9.37,,medical
39220,10.30,,medical
39401,3.02,,medical
39402,3.94,,medical
39499,BR,,medical
39501,8.43,,medical
39503,10.30,,medical
39540,10.68,,medical
39541,8.05,,medical
39545,10.30,,medical
39560,7.49,,medical
39561,11.24,,medical
39599,BR,,medical
40490,0.64,,medical
40500,5.66,,medical
40510,5.84,,medical
40520,4.67,,medical
40525,9.34,,medical
40527,10.98,,medical
40530,4.67,,medical
40650,2.92,,medical
40652,3.85,,medical
40654,5.49,,medical
40700,12.85,,medical
40701,14.77,,medical
40702,12.85,,medical
40720,10.92,,medical
40761,15.42,,medical
40799,BR,,medical
40800,0.61,,medical
40801,3.15,,medical
40804,0.93,,medical
40805,2.80,,medical
40806,1.40,,medical
40808,0.93,,medical
40810,1.17,,medical
40812,1.46,,medical
40814,3.50,,medical
40816,4.55,,medical
40818,1.93,,medical
40819,1.64,,medical
40820,1.40,,medical
40830,0.93,,medical
40831,2.34,,medical
40840,4.67,,medical
40842,3.62,,medical
40843,5.14,,medical
40844,8.18,,medical
40845,9.93,,medical
40899,BR,,medical
41000,0.93,,medical
41005,1.05,,medical
41006,2.92,,medical
41007,2.92,,medical
41008,2.92,,medical
41009,2.92,,medical
41010,1.40,,medical
41015,3.04,,medical
41016,2.34,,medical
41017,3.04,,medical
41018,3.04,,medical
41019,3.85,,medical
41100,0.93,,medical
41105,1.17,,medical
41108,0.82,,medical
41110,1.05,,medical
41112,2.57,,medical
41113,3.04,,medical
41114,2.80,,medical
41115,1.87,,medical
41116,3.50,,medical
41120,6.31,,medical
41130,9.81,,medical
41135,17.52,,medical
41140,11.45,,medical
41145,19.85,,medical
41150,18.10,,medical
41153,19.85,,medical
41155,23.94,,medical
41250,1.05,,medical
41251,0.93,,medical
41252,4.20,,medical
41500,2.34,,medical
41510,4.20,,medical
41512,3.97,,medical
41520,2.80,,medical
41530,24.64,,medical
41599,BR,,medical
41800,0.93,,medical
41805,1.05,,medical
41806,1.17,,medical
41820,2.34,,medical
41821,0.53,,medical
41822,1.17,,medical
41823,2.69,,medical
41825,1.17,,medical
41826,2.04,,medical
41827,3.21,,medical
41828,3.39,,medical
41830,2.80,,medical
41850,1.17,,medical
41870,2.92,,medical
41872,3.50,,medical
41874,2.45,,medical
41899,BR,,medical
42000,1.05,,medical
42100,1.17,,medical
42104,1.69,,medical
42106,2.16,,medical
42107,3.85,,medical
42120,6.19,,medical
42140,2.45,,medical
42145,10.57,,medical
42160,0.70,,medical
42180,1.28,,medical
42182,3.15,,medical
42200,13.66,,medical
42205,14.37,,medical
42210,18.10,,medical
42215,17.52,,medical
42220,13.43,,medical
42225,11.68,,medical
42226,14.60,,medical
42227,14.60,,medical
42235,10.63,,medical
42260,5.84,,medical
42280,1.05,,medical
42281,2.10,,medical
42299,BR,,medical
42300,0.82,,medical
42305,1.75,,medical
42310,1.05,,medical
42320,1.17,,medical
42330,1.75,,medical
42335,3.85,,medical
42340,5.84,,medical
42400,0.70,,medical
42405,1.46,,medical
42408,2.92,,medical
42409,2.92,,medical
42410,4.79,,medical
42415,11.10,,medical
42420,12.26,,medical
42425,8.18,,medical
42426,18.10,,medical
42440,8.93,,medical
42450,4.09,,medical
42500,4.67,,medical
42505,7.01,,medical
42507,7.59,,medical
42509,11.10,,medical
42510,9.34,,medical
42550,0.50,,medical
42600,5.84,,medical
42650,0.35,,medical
42660,0.53,,medical
42665,0.70,,medical
42699,BR,,medical
42700,1.23,,medical
42720,1.99,,medical
42725,3.50,,medical
42800,0.82,,medical
42804,0.82,,medical
42806,1.64,,medical
42808,2.10,,medical
42809,1.17,,medical
42810,2.69,,medical
42815,6.66,,medical
42820,3.39,,medical
42821,3.62,,medical
42825,3.27,,medical
42826,3.45,,medical
42830,2.45,,medical
42831,2.57,,medical
42835,2.07,,medical
42836,2.45,,medical
42842,15.77,,medical
42844,21.02,,medical
42845,21.02,,medical
42860,2.10,,medical
42870,3.50,,medical
42890,8.18,,medical
42892,10.16,,medical
42894,18.69,,medical
42900,3.27,,medical
42950,8.18,,medical
42953,10.28,,medical
42955,2.69,,medical
42960,1.28,,medical
42961,2.04,,medical
42962,2.45,,medical
42970,1.75,,medical
42971,2.28,,medical
42972,2.57,,medical
42999,BR,,medical
43020,8.18,,medical
43030,8.18,,medical
43045,11.45,,medical
43100,11.10,,medical
43101,14.01,,medical
43107,11.68,,medical
43108,23.94,,medical
43112,16.00,,medical
43113,24.53,,medical
43116,28.03,,medical
43117,20.32,,medical
43118,26.16,,medical
43121,18.69,,medical
43122,20.32,,medical
43123,25.52,,medical
43124,8.76,,medical
43130,8.18,,medical
43135,11.68,,medical
43180,4.72,,medical
43191,1.34,,medical
43192,1.46,,medical
43193,1.47,,medical
43194,1.68,,medical
43195,1.60,,medical
43196,1.71,,medical
43197,1.54,,medical
43198,1.70,,medical
43200,2.57,,medical
43201,3.85,,medical
43202,2.80,,medical
43204,3.85,,medical
43205,3.85,,medical
43206,2.15,,medical
43210,3.92,,medical
43211,2.08,,medical
43212,3.50,,medical
43213,2.34,,medical
43214,1.70,,medical
43215,3.74,,medical
43216,4.09,,medical
43217,4.09,,medical
43220,3.15,,medical
43226,2.80,,medical
43227,3.85,,medical
43229,3.50,,medical
43231,3.09,,medical
43232,3.62,,medical
43233,2.02,,medical
43235,2.57,,medical
43236,4.20,,medical
43237,3.10,,medical
43238,3.62,,medical
43239,2.98,,medical
43240,3.85,,medical
43241,3.27,,medical
43242,3.62,,medical
43243,4.20,,medical
43244,3.97,,medical
43245,3.50,,medical
43246,5.14,,medical
43247,3.50,,medical
43248,3.09,,medical
43249,3.39,,medical
43250,3.85,,medical
43251,3.85,,medical
43252,2.45,,medical
43253,2.33,,medical
43254,2.39,,medical
43255,4.09,,medical
43257,5.61,,medical
43259,3.10,,medical
43260,4.32,,medical
43261,4.85,,medical
43262,6.77,,medical
43263,5.84,,medical
43264,7.36,,medical
43265,6.89,,medical
43266,3.85,,medical
43270,4.26,,medical
43273,1.64,,medical
43274,4.10,,medical
43275,3.34,,medical
43276,4.27,,medical
43277,6.31,,medical
43278,4.91,,medical
43279,9.34,,medical
43280,11.56,,medical
43281,12.26,,medical
43282,14.01,,medical
43283,1.40,,medical
43284,5.67,,medical
43285,5.43,,medical
43286,27.41,,medical
43287,31.30,,medical
43288,32.66,,medical
43289,BR,,medical
43300,8.76,,medical
43305,12.85,,medical
43310,14.60,,medical
43312,16.58,,medical
43313,17.52,,medical
43314,19.91,,medical
43320,11.68,,medical
43325,13.43,,medical
43327,6.31,,medical
43328,9.23,,medical
43330,10.22,,medical
43331,11.10,,medical
43332,8.99,,medical
43333,9.81,,medical
43334,9.93,,medical
43335,10.74,,medical
43336,11.68,,medical
43337,12.85,,medical
43338,1.05,,medical
43340,13.43,,medical
43341,15.18,,medical
43351,9.34,,medical
43352,7.01,,medical
43360,19.04,,medical
43361,23.71,,medical
43400,11.68,,medical
43401,6.42,,medical
43405,6.42,,medical
43410,6.77,,medical
43415,11.21,,medical
43420,7.01,,medical
43425,9.46,,medical
43450,0.82,,medical
43453,1.52,,medical
43460,2.45,,medical
43496,BR,,medical
43499,BR,,medical
43500,7.01,,medical
43501,9.69,,medical
43502,9.69,,medical
43510,6.19,,medical
43520,7.01,,medical
43605,8.18,,medical
43610,8.99,,medical
43611,10.34,,medical
43620,16.35,,medical
43621,21.61,,medical
43622,23.65,,medical
43631,11.68,,medical
43632,11.68,,medical
43633,15.42,,medical
43634,18.98,,medical
43635,4.38,,medical
43640,11.27,,medical
43641,13.43,,medical
43644,19.62,,medical
43645,21.14,,medical
43647,BR,,medical
43648,BR,,medical
43651,8.18,,medical
43652,12.85,,medical
43653,7.12,,medical
43659,BR,,medical
43752,0.70,,medical
43753,0.18,,medical
43754,0.23,,medical
43755,0.64,,medical
43756,0.58,,medical
43757,0.88,,medical
43760,0.70,,medical
43761,1.17,,medical
43770,10.74,,medical
43771,12.26,,medical
43772,9.40,,medical
43773,12.38,,medical
43774,9.46,,medical
43775,11.68,,medical
43800,8.18,,medical
43810,8.76,,medical
43820,8.82,,medical
43825,10.51,,medical
43830,7.12,,medical
43831,7.12,,medical
43832,8.18,,medical
43840,8.76,,medical
43842,16.12,,medical
43843,18.10,,medical
43845,20.44,,medical
43846,20.32,,medical
43847,20.32,,medical
43848,19.85,,medical
43850,11.68,,medical
43855,13.43,,medical
43860,11.68,,medical
43865,13.43,,medical
43870,5.84,,medical
43880,8.76,,medical
43881,BR,,medical
43882,BR,,medical
43886,3.04,,medical
43887,2.92,,medical
43888,4.09,,medical
43999,BR,,medical
44005,8.76,,medical
44010,8.76,,medical
44015,4.03,,medical
44020,8.76,,medical
44021,7.59,,medical
44025,8.76,,medical
44050,7.59,,medical
44055,10.28,,medical
44100,1.28,,medical
44110,7.71,,medical
44111,11.68,,medical
44120,10.74,,medical
44121,5.37,,medical
44125,11.33,,medical
44126,12.91,,medical
44127,12.91,,medical
44128,6.45,,medical
44130,10.28,,medical
44132,BR,,medical
44133,BR,,medical
44135,BR,,medical
44136,BR,,medical
44137,BR,,medical
44139,0.76,,medical
44140,11.68,,medical
44141,12.26,,medical
44143,12.26,,medical
44144,12.85,,medical
44145,12.85,,medical
44146,14.60,,medical
44147,16.93,,medical
44150,14.60,,medical
44151,20.44,,medical
44155,18.69,,medical
44156,25.69,,medical
44157,18.57,,medical
44158,19.15,,medical
44160,12.85,,medical
44180,7.01,,medical
44186,5.49,,medical
44187,8.41,,medical
44188,9.34,,medical
44202,10.74,,medical
44203,5.37,,medical
44204,11.68,,medical
44205,12.85,,medical
44206,12.26,,medical
44207,12.85,,medical
44208,14.60,,medical
44210,14.60,,medical
44211,22.77,,medical
44212,18.69,,medical
44213,1.75,,medical
44227,12.96,,medical
44238,BR,,medical
44300,6.77,,medical
44310,8.76,,medical
44312,3.04,,medical
44314,9.34,,medical
44316,14.60,,medical
44320,6.77,,medical
44322,7.94,,medical
44340,2.98,,medical
44345,6.77,,medical
44346,7.94,,medical
44360,3.27,,medical
44361,3.50,,medical
44363,3.50,,medical
44364,3.97,,medical
44365,3.97,,medical
44366,4.67,,medical
44369,3.97,,medical
44370,4.91,,medical
44372,3.27,,medical
44373,3.27,,medical
44376,3.62,,medical
44377,3.97,,medical
44378,5.49,,medical
44379,5.43,,medical
44380,2.57,,medical
44381,7.45,,medical
44382,3.39,,medical
44384,3.85,,medical
44385,3.09,,medical
44386,3.62,,medical
44388,3.50,,medical
44389,4.09,,medical
44390,4.09,,medical
44391,5.61,,medical
44392,4.79,,medical
44394,4.79,,medical
44401,4.79,,medical
44402,5.26,,medical
44403,2.69,,medical
44404,2.94,,medical
44405,4.34,,medical
44406,2.03,,medical
44407,2.44,,medical
44408,2.05,,medical
44500,0.49,,medical
44602,8.76,,medical
44603,10.22,,medical
44604,8.76,,medical
44605,9.93,,medical
44615,10.51,,medical
44620,6.42,,medical
44625,9.11,,medical
44626,10.01,,medical
44640,6.77,,medical
44650,8.18,,medical
44660,8.18,,medical
44661,12.85,,medical
44680,10.51,,medical
44700,7.74,,medical
44701,1.17,,medical
44705,0.93,,medical
44715,BR,,medical
44720,2.17,,medical
44721,3.38,,medical
44799,BR,,medical
44800,7.01,,medical
44820,5.84,,medical
44850,7.01,,medical
44899,BR,,medical
44900,4.91,,medical
44950,5.61,,medical
44955,3.04,,medical
44960,7.01,,medical
44970,5.61,,medical
44979,BR,,medical
45000,2.04,,medical
45005,1.64,,medical
45020,2.63,,medical
45100,2.34,,medical
45108,5.84,,medical
45110,15.18,,medical
45111,12.26,,medical
45112,15.18,,medical
45113,18.69,,medical
45114,17.52,,medical
45116,12.26,,medical
45119,16.35,,medical
45120,17.52,,medical
45121,15.18,,medical
45123,9.93,,medical
45126,28.91,,medical
45130,9.69,,medical
45135,16.35,,medical
45136,10.51,,medical
45150,4.09,,medical
45160,10.51,,medical
45171,4.67,,medical
45172,6.42,,medical
45190,2.34,,medical
45300,0.50,,medical
45303,0.64,,medical
45305,0.82,,medical
45307,1.17,,medical
45308,1.17,,medical
45309,1.17,,medical
45315,1.87,,medical
45317,1.75,,medical
45320,1.87,,medical
45321,1.52,,medical
45327,0.76,,medical
45330,0.96,,medical
45331,1.40,,medical
45332,1.75,,medical
45333,3.04,,medical
45334,2.63,,medical
45335,2.63,,medical
45337,2.45,,medical
45338,3.04,,medical
45340,1.17,,medical
45341,1.17,,medical
45342,1.34,,medical
45346,3.04,,medical
45347,1.46,,medical
45349,1.76,,medical
45350,4.26,,medical
45378,3.50,,medical
45379,4.09,,medical
45380,3.85,,medical
45381,4.67,,medical
45382,4.67,,medical
45384,4.96,,medical
45385,4.96,,medical
45386,4.32,,medical
45388,4.96,,medical
45389,5.26,,medical
45390,2.95,,medical
45391,2.69,,medical
45392,3.39,,medical
45393,2.24,,medical
45395,18.92,,medical
45397,20.56,,medical
45398,5.52,,medical
45399,1.87,,medical
45400,11.10,,medical
45402,14.95,,medical
45499,BR,,medical
45500,6.42,,medical
45505,6.42,,medical
45520,0.47,,medical
45540,10.16,,medical
45541,9.69,,medical
45550,12.26,,medical
45560,3.97,,medical
45562,11.10,,medical
45563,12.26,,medical
45800,11.10,,medical
45805,12.26,,medical
45820,11.10,,medical
45825,12.26,,medical
45900,0.70,,medical
45905,1.05,,medical
45910,1.99,,medical
45915,1.99,,medical
45990,1.05,,medical
45999,BR,,medical
46020,0.58,,medical
46030,0.58,,medical
46040,2.22,,medical
46045,2.48,,medical
46050,0.93,,medical
46060,5.61,,medical
46070,0.93,,medical
46080,2.45,,medical
46083,0.67,,medical
46200,3.62,,medical
46220,0.70,,medical
46221,1.05,,medical
46230,0.88,,medical
46250,3.50,,medical
46255,4.67,,medical
46257,4.96,,medical
46258,5.26,,medical
46260,5.84,,medical
46261,6.13,,medical
46262,6.42,,medical
46270,3.50,,medical
46275,5.14,,medical
46280,5.96,,medical
46285,1.87,,medical
46288,5.84,,medical
46320,0.88,,medical
46500,0.32,,medical
46505,2.69,,medical
46600,0.27,,medical
46601,1.10,,medical
46604,0.53,,medical
46606,0.53,,medical
46607,1.55,,medical
46608,0.53,,medical
46610,1.05,,medical
