Code,Relative Value,PC/TC Split,schedule
95004,0.42,,podiatry
95024,0.72,,podiatry
95028,1.23,,podiatry
95044,1.65,,podiatry
95052,2.20,,podiatry
95199,BR,,podiatry
97545,28.00,,podiatry
97546,3.30,,podiatry
99050,3.55,,podiatry
99051,BR,,podiatry
99053,BR,,podiatry
99056,3.38,,podiatry
99058,4.23,,podiatry
99060,4.73,,podiatry
99070,Refer to Rules,,podiatry
99075,Refer to Rules,,podiatry
