code,description,rvu,fud,pctc_split,is_addon,is_mod51_exempt,is_state_specific,is_altered_cpt,is_br
,,,000,,False,False,False,False,True
,,,000,,False,False,False,False,True
,,,000,,False,False,False,False,True
,,,000,,False,False,False,False,True
,,4.49,090,,False,False,False,False,False
17250,"Chemical cauterization of granulation tissue (ie, proud flesh)",0.22,000,,False,False,False,False,False
17260,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), trunk, arms or legs; lesion diameter 0.5 cm or less",0.45,010,,False,False,False,False,False
17261,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), trunk, arms or legs; lesion diameter 0.6 to 1.0 cm",0.61,010,,False,False,False,False,False
17262,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), trunk, arms or legs; lesion diameter 1.1 to 2.0 cm",0.74,010,,False,False,False,False,False
17263,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), trunk, arms or legs; lesion diameter 2.1 to 3.0 cm",0.83,010,,False,False,False,False,False
17264,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), trunk, arms or legs; lesion diameter 3.1 to 4.0 cm",0.92,010,,False,False,False,False,False
17266,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), trunk, arms or legs; lesion diameter over 4.0 cm",1.14,010,,False,False,False,False,False
17270,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), scalp, neck, hands, feet, genitalia; lesion diam- eter 0.5 cm or less",0.54,010,,False,False,False,False,False
17271,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), scalp, neck, hands, feet, genitalia; lesion diam- eter 0.6 to 1.0 cm",0.67,010,,False,False,False,False,False
17272,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), scalp, neck, hands, feet, genitalia; lesion diam- eter 1.1 to 2.0 cm",0.81,010,,False,False,False,False,False
17273,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), scalp, neck, hands, feet, genitalia; lesion diam- eter 2.1 to 3.0 cm",0.97,010,,False,False,False,False,False
17274,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), scalp, neck, hands, feet, genitalia; lesion diam- eter 3.1 to 4.0 cm",1.05,010,,False,False,False,False,False
17276,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), scalp, neck, hands, feet, genitalia; lesion diam- eter over 4.0 cm",1.19,010,,False,False,False,False,False
17280,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous mem- brane; lesion diameter 0.5 cm or less",0.65,010,,False,False,False,False,False
17281,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous mem- brane; lesion diameter 0.6 to 1.0 cm",0.79,010,,False,False,False,False,False
17282,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous mem- brane; lesion diameter 1.1 to 2.0 cm",0.92,010,,False,False,False,False,False
17283,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous mem- brane; lesion diameter 2.1 to 3.0 cm",1.05,010,,False,False,False,False,False
17284,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous mem- brane; lesion diameter 3.1 to 4.0 cm",1.19,010,,False,False,False,False,False
17286,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, che- mosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous mem- brane; lesion diameter over 4.0 cm",1.32,010,,False,False,False,False,False
17311,"Mohs micrographic technique, including removal of all gross tumor, surgical exci- sion of tissue specimens, mapping, color coding of specimens, microscopic exam- ination of specimens by the surgeon, and histopathologic preparation including routine stain(s) (eg, hematoxylin and eosin, toluidine blue), head, neck, hands, feet, genitalia, or any location with surgery directly involving muscle, cartilage, bone, tendon, major nerves, or vessels; first stage, up to 5 tissue blocks",3.32,000,,False,False,False,False,False
19105,"Ablation, cryosurgical, of fibroadenoma, including ultrasound guidance, each fibroadenoma",11.22,000,,False,False,False,False,False
19110,"Nipple exploration, with or without excision of a solitary lactiferous duct or a pap- illoma lactiferous duct",2.02,090,,False,False,False,False,False
19112,Excision of lactiferous duct fistula,2.11,090,,False,False,False,False,False
19120,"Excision of cyst, fibroadenoma, or other benign or malignant tumor, aberrant breast tissue, duct lesion, nipple or areolar lesion (except 19300), open, male or female, 1 or more lesions",2.45,090,,False,False,False,False,False
19125,"Excision of breast lesion identified by preoperative placement of radiological marker, open; single lesion",2.69,090,,False,False,False,False,False
19126,"Excision of breast lesion identified by preoperative placement of radiological marker, open; each additional lesion separately identified by a preoperative radio- logical marker (List separately in addition to code for primary procedure)",1.35,ZZZ,,False,False,False,False,False
19260,Excision of chest wall tumor including ribs,6.18,090,,False,False,False,False,False
19271,"Excision of chest wall tumor involving ribs, with plastic reconstruction; without mediastinal lymphadenectomy",9.95,090,,False,False,False,False,False
19272,"Excision of chest wall tumor involving ribs, with plastic reconstruction; with medi- astinal lymphadenectomy",10.85,090,,False,False,False,False,False
19281,"Placement of breast localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous; first lesion, including mammographic guidance",0.74,000,,False,False,False,False,False
19282,"Placement of breast localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous; each additional lesion, including mam- mographic guidance (List separately in addition to code for primary procedure)",1.05,ZZZ,,False,False,False,False,False
19283,"Placement of breast localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous; first lesion, including stereotactic guidance",1.71,000,,False,False,False,False,False
19284,"Placement of breast localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous; each additional lesion, including stereotactic guidance (List separately in addition to code for primary procedure)",1.29,ZZZ,,False,False,False,False,False
19285,"Placement of breast localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous; first lesion, including ultrasound guidance",3.26,000,,False,False,False,False,False
19286,"Placement of breast localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous; each additional lesion, including ultrasound guidance (List separately in addition to code for primary procedure)",2.86,ZZZ,,False,False,False,False,False
19287,"Placement of breast localization device(s) (eg clip, metallic pellet, wire/needle, radioactive seeds), percutaneous; first lesion, including magnetic resonance guid- ance",5.41,000,,False,False,False,False,False
