Code,Description,Relative Value,FUD,PC/TC Split
36253,"Superselective catheter placement (one or more second order or higher renal artery branches) renal artery and any accessory renal artery(s) for renal angiogra- phy, including arterial puncture, catheterization, fluoroscopy, contrast injection(s), image postprocessing, permanent recording of images, and radiological supervi- sion and interpretation, including pressure gradient measurements when per- formed, and flush aortogram when performed; unilateral",3.68,000,
36254,"Superselective catheter placement (one or more second order or higher renal artery branches) renal artery and any accessory renal artery(s) for renal angiogra- phy, including arterial puncture, catheterization, fluoroscopy, contrast injection(s), image postprocessing, permanent recording of images, and radiological supervi- sion and interpretation, including pressure gradient measurements when per- formed, and flush aortogram when performed; bilateral",3.97,000,
36260,"Insertion of implantable intra-arterial infusion pump (eg, for chemotherapy of liver)",5.62,090,
36261,Revision of implanted intra-arterial infusion pump,2.81,090,
36262,Removal of implanted intra-arterial infusion pump,2.34,090,
36299,"Unlisted procedure, vascular injection",BR,YYY,
36400,"Venipuncture, younger than age 3 years, necessitating the skill of a physician or other qualified health care professional, not to be used for routine venipuncture; femoral or jugular vein",0.26,XXX,
36405,"Venipuncture, younger than age 3 years, necessitating the skill of a physician or other qualified health care professional, not to be used for routine venipuncture; scalp vein",0.23,XXX,
36406,"Venipuncture, younger than age 3 years, necessitating the skill of a physician or other qualified health care professional, not to be used for routine venipuncture; other vein",0.23,XXX,
36410,"Venipuncture, age 3 years or older, necessitating the skill of a physician or other qualified health care professional (separate procedure), for diagnostic or thera- peutic purposes (not to be used for routine venipuncture)",0.19,XXX,
36415,Collection of venous blood by venipuncture,0.04,XXX,
36416,"Collection of capillary blood specimen (eg, finger, heel, ear stick)",0.04,XXX,
36420,"Venipuncture, cutdown; younger than age 1 year",0.49,XXX,
36425,"Venipuncture, cutdown; age 1 or over",0.42,XXX,
36430,"Transfusion, blood or blood components",0.37,XXX,
36440,"Push transfusion, blood, 2 years or younger",0.66,XXX,
36450,"Exchange transfusion, blood; newborn",2.34,XXX,
36455,"Exchange transfusion, blood; other than newborn",2.34,XXX,
36456,"Partial exchange transfusion, blood, plasma or crystalloid necessitating the skill of a physician or other qualified health care professional, newborn",1.05,XXX,
36460,"Transfusion, intrauterine, fetal",4.68,XXX,
36465,"Injection of non-compounded foam sclerosant with ultrasound compression maneuvers to guide dispersion of the injectate, inclusive of all imaging guidance and monitoring; single incompetent extremity truncal vein (eg, great saphenous vein, accessory saphenous vein)",12.82,000,
36466,"Injection of non-compounded foam sclerosant with ultrasound compression maneuvers to guide dispersion of the injectate, inclusive of all imaging guidance and monitoring; multiple incompetent truncal veins (eg, great saphenous vein, accessory saphenous vein), same leg",13.39,000,
36468,"Injection(s) of sclerosant for spider veins (telangiectasia), limb or trunk",BR,000,
36470,Injection of sclerosant; single incompetent vein (other than telangiectasia),0.37,000,
36471,"Injection of sclerosant; multiple incompetent veins (other than telangiectasia), same leg",0.84,000,
36473,"Endovenous ablation therapy of incompetent vein, extremity, inclusive of all imag- ing guidance and monitoring, percutaneous, mechanochemical; first vein treated",12.17,000,
