,Code,Description,Relative Value,FUD,PC/TC Split
,93280,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report by a physician or other quali- fied health care professional; dual lead pacemaker system",18.94,XXX,66/34
,93281,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report by a physician or other quali- fied health care professional; multiple lead pacemaker system",22.32,XXX,65/35
,93282,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report by a physician or other quali- fied health care professional; single lead transvenous implantable defibrillator system",20.63,XXX,66/34
,93283,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report by a physician or other quali- fied health care professional; dual lead transvenous implantable defibrillator sys- tem",25.03,XXX,68/32
,93284,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report by a physician or other quali- fied health care professional; multiple lead transvenous implantable defibrillator system",31.28,XXX,70/30
,93285,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report by a physician or other quali- fied health care professional; implantable loop recorder system",14.04,XXX,61/39
,93286,"Peri-procedural device evaluation (in person) and programming of device system parameters before or after a surgery, procedure, or test with analysis, review and report by a physician or other qualified health care professional; single, dual, or multiple lead pacemaker system",7.27,XXX,55/45
,93287,"Peri-procedural device evaluation (in person) and programming of device system parameters before or after a surgery, procedure, or test with analysis, review and report by a physician or other qualified health care professional; single, dual, or multiple lead implantable defibrillator system",11.84,XXX,61/39
,93288,"Interrogation device evaluation (in person) with analysis, review and report by a physician or other qualified health care professional, includes connection, record- ing and disconnection per patient encounter; single, dual, or multiple lead pace- maker system",12.51,XXX,56/44
,93289,"Interrogation device evaluation (in person) with analysis, review and report by a physician or other qualified health care professional, includes connection, record- ing and disconnection per patient encounter; single, dual, or multiple lead transve- nous implantable defibrillator system, including analysis of heart rhythm derived data elements",19.11,XXX,66/34
,93290,"Interrogation device evaluation (in person) with analysis, review and report by a physician or other qualified health care professional, includes connection, record- ing and disconnection per patient encounter; implantable cardiovascular monitor system, including analysis of 1 or more recorded physiologic cardiovascular data elements from all internal and external sensors",10.15,XXX,66/34
,93291,"Interrogation device evaluation (in person) with analysis, review and report by a physician or other qualified health care professional, includes connection, record- ing and disconnection per patient encounter; implantable loop recorder system, including heart rhythm derived data analysis",12.01,XXX,59/41
,93292,"Interrogation device evaluation (in person) with analysis, review and report by a physician or other qualified health care professional, includes connection, record- ing and disconnection per patient encounter; wearable defibrillator system",12.34,XXX,64/36
,93293,"Transtelephonic rhythm strip pacemaker evaluation(s) single, dual, or multiple lead pacemaker system, includes recording with and without magnet application with analysis, review and report(s) by a physician or other qualified health care professional, up to 90 days",17.25,XXX,28/72
