,Code,Description,Relative Value,FUD,PC/TC Split
,81403,"Molecular pathology procedure, Level 4 (eg, analysis of single exon by DNA sequence analysis, analysis of >10 amplicons using multiplex PCR in 2 or more independent reactions, mutation scanning or duplication/deletion variants of 2-5 exons)",0,XXX,
,81404,"Molecular pathology procedure, Level 5 (eg, analysis of 2-5 exons by DNA sequence analysis, mutation scanning or duplication/deletion variants of 6-10 exons, or characterization of a dynamic mutation disorder/triplet repeat by South- ern blot analysis)",0,XXX,
,81405,"Molecular pathology procedure, Level 6 (eg, analysis of 6-10 exons by DNA sequence analysis, mutation scanning or duplication/deletion variants of 11-25 exons, regionally targeted cytogenomic array analysis)",0,XXX,
,81406,"Molecular pathology procedure, Level 7 (eg, analysis of 11-25 exons by DNA sequence analysis, mutation scanning or duplication/deletion variants of 26-50 exons, cytogenomic array analysis for neoplasia)",0,XXX,
,81407,"Molecular pathology procedure, Level 8 (eg, analysis of 26-50 exons by DNA sequence analysis, mutation scanning or duplication/deletion variants of >50 exons, sequence analysis of multiple genes on one platform)",0,XXX,
,81408,"Molecular pathology procedure, Level 9 (eg, analysis of >50 exons in a single gene by DNA sequence analysis)",0,XXX,
,81410,"Aortic dysfunction or dilation (eg, Marfan syndrome, Loeys Dietz syndrome, Ehler Danlos syndrome type IV, arterial tortuosity syndrome); genomic sequence analy- sis panel, must include sequencing of at least 9 genes, including FBN1, TGFBR1, TGFBR2, COL3A1, MYH11, ACTA2, SLC2A10, SMAD3, and MYLK",0,XXX,0/100
,81411,"Aortic dysfunction or dilation (eg, Marfan syndrome, Loeys Dietz syndrome, Ehler Danlos syndrome type IV, arterial tortuosity syndrome); duplication/deletion analy- sis panel, must include analyses for TGFBR1, TGFBR2, MYH11, and COL3A1",0,XXX,0/100
,81412,"Ashkenazi Jewish associated disorders (eg, Bloom syndrome, Canavan disease, cystic fibrosis, familial dysautonomia, Fanconi anemia group C, Gaucher disease, Tay-Sachs disease), genomic sequence analysis panel, must include sequencing of at least 9 genes, including ASPA, BLM, CFTR, FANCC, GBA, HEXA, IKBKAP, MCOLN1, and SMPD1",0,XXX,0/100
,81413,"Cardiac ion channelopathies (eg, Brugada syndrome, long QT syndrome, short QT syndrome, catecholaminergic polymorphic ventricular tachycardia); genomic sequence analysis panel, must include sequencing of at least 10 genes, including ANK2, CASQ2, CAV3, KCNE1, KCNE2, KCNH2, KCNJ2, KCNQ1, RYR2, and SCN5A",0,XXX,0/100
,81414,"Cardiac ion channelopathies (eg, Brugada syndrome, long QT syndrome, short QT syndrome, catecholaminergic polymorphic ventricular tachycardia); duplica- tion/deletion gene analysis panel, must include analysis of at least 2 genes, includ- ing KCNH2 and KCNQ1",0,XXX,0/100
,81415,"Exome (eg, unexplained constitutional or heritable disorder or syndrome); sequence analysis",0,XXX,0/100
 +,81416,"Exome (eg, unexplained constitutional or heritable disorder or syndrome); sequence analysis, each comparator exome (eg, parents, siblings) (List separately in addition to code for primary procedure)",0,XXX,0/100
,81417,"Exome (eg, unexplained constitutional or heritable disorder or syndrome); re-eval- uation of previously obtained exome sequence (eg, updated knowledge or unre- lated condition/syndrome)",0,XXX,0/100
,81420,"Fetal chromosomal aneuploidy (eg, trisomy 21, monosomy X) genomic sequence analysis panel, circulating cell-free fetal DNA in maternal blood, must include analysis of chromosomes 13, 18, and 21",0,XXX,0/100
,81422,"Fetal chromosomal microdeletion(s) genomic sequence analysis (eg, DiGeorge syndrome, Cri-du-chat syndrome), circulating cell-free fetal DNA in maternal blood",0,XXX,0/100
,81425,"Genome (eg, unexplained constitutional or heritable disorder or syndrome); sequence analysis",0,XXX,
 +,81426,"Genome (eg, unexplained constitutional or heritable disorder or syndrome); sequence analysis, each comparator genome (eg, parents, siblings) (List sepa- rately in addition to code for primary procedure)",0,XXX,
